,Tags,rata_disability_2013.json_presence,rata_disability_2013.json_type,rata_disability_2014.json_presence,rata_disability_2014.json_type,rata_disability_2015.json_presence,rata_disability_2015.json_type,rata_disability_2016.json_presence,rata_disability_2016.json_type,rata_disability_2017.json_presence,rata_disability_2017.json_type,rata_disability_2018.json_presence,rata_disability_2018.json_type,rata_disability_2021.json_presence,rata_disability_2021.json_type,rata_disability_current_expanded_full.json_presence,rata_disability_current_expanded_full.json_type
0,Implied Blind Roy Mustang,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
1,dean is blind idiot,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
2,Disabled Eddie Kaspbrak_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
3,Disabled Min Yoongi | Suga_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4,Mute John is my babe i love him,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
5,Disabled Barry Allen_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
6,deaf mic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
7,Disabled Logan Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
8,blind!steve,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
9,blind!yamaguchi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
10,Warning - Physical Disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
11,canon character with disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
12,Jin has a mental disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
13,Blind Erwin Smith_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
14,And Lonnie being responsible for Terry's permanent disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
15,blind toph,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
16,Blind Yagami Light_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
17,Mute Dirk Strider_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
18,jack goes blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
19,Deaf Kara,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
20,depictions of disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
21,Tubbo has dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
22,Half-blind Dream,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
23,Blind! Soldier: 76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
24,Deaf Jean Kirstein,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
25,Non-Canon Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
26,轻微肢体伤残,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
27,selectively mute Wild,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
28,Deaf Matt Murdock,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
29,Selectively Mute Persona 5 Protagonist,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
30,Slightly Dyslexic Clint,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
31,Blind Jean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
32,mute tubbo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
33,deaf changkyun,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
34,unknown learning disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
35,Deaf!Seokjin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
36,Mute Zayn Malik_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
37,Deaf Derek Hale,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
38,blind iwa,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
39,Deaf Min Yoongi | Suga,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
40,blind childe,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
41,Deaf Morality | Patton Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
42,Mute! Lan Wangji,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
43,Selectively Mute Jeon Jungkook_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
44,Mute Prompto Argentum (sort of),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
45,Part of my deaf!Jon series that I'm writing now apparently,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
46,Non-Permanent Vision Loss,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
47,Blind Hiro Hamada_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
48,Mute Clay | Dream (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
49,hoseok is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
50,Blind!Namjoon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
51,Selectively Mute Runner Five,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
52,Semi-Mute Jason,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
53,Blind Tommyinnit,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
54,Selectively Mute Toby Smith | Tubbo,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
55,Learning Disability Au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
56,blindness.,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
57,basically clarke is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
58,Disabled Charles Xavier,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
59,Mute Wild (Linked Universe)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
60,Blind Castiel (Temporarily),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
61,blind Ignis POV,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
62,also mute dave,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
63,Mute Remus Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
64,Character Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
65,Deaf! Harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
66,Disabled Levi Ackerman,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
67,Disability discussion,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
68,Character Affected: Dean Winchester,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
69,dyslexic Reggie (referenced),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
70,physically disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
71,Cecil is Disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
72,Victor is selectively mute :0,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
73,Mute!Bumblebee,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
74,Harry is selectively mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
75,Tommy isn't weak because he now has a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
76,Partially Blind Soldier: 76 | Jack Morrison,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
77,tim is deaf here,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
78,Thranduil is blind headcanon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
79,Dyslexic Luke Patterson (Julie and The Phantoms)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
80,Blind Jaskier | Dandelion,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
81,blindJensen,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
82,Deku Ciego,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
83,where Derek is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
84,blind!lance,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
85,Deaf Klaus Harrgreeves,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
86,i'm not sure whether to tag this as disability or not,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
87,remembering that toph is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
88,Mute Josh Dun,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
89,deafness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
90,Jon and Basira being supportive of Martin’s disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
91,TONY IS MUTE,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
92,talks of disability and ableism and deafness,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
93,Blind!lwj au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
94,mutekat,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
95,哑巴梗,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
96,jimin is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
97,Alternate Universe - Blind Izuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
98,unspecified chronic illness/disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
99,Deaf!Mickey,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
100,disabilites,False,,False,,False,,False,,True,synned_tag,True,synned_tag,True,synned_tag,True,synned_tag
101,Deaf!stuck,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
102,Harry is disabled for a while,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
103,eddie loses his arm,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
104,Mute!Marinette,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
105,permenant injury,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
106,Selectively Mute Crowley,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
107,Blind Inquisitor,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
108,VERY blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
109,Dyslexic Lambert,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
110,Mute Michael (Supernatural),False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
111,The only change is that Peter is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
112,Selectively Mute Wilbur Soot_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
113,Blind Phil Lester_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
114,deaf!Karkat,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
115,Prejudice Against Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
116,Kiris blind in one eye because I said so,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
117,Mute Park Jimin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
118,They're All Disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
119,Steve has a learning disability in math,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
120,Mute!Jason Todd,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
121,BlindDip,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
122,Deaf zuko,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
123,Deaf Matt Murdock_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
124,Blind Louis Tomlinson_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
125,Deaf!Carmilla,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
126,Deaf Kim Jongin | Kai,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
127,Deaf Ron,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
128,Blind! Eren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
129,Deaf Bellamy Blake_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
130,Mute Nanase Haruka_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
131,Deaf!Lance,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
132,learning disabilities mentioned,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
133,Temporary Mute Link,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
134,有肢体残缺,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
135,Disabled Warrior of Light (Final Fantasy XIV),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
136,Blind Ashton,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,False,,True,synned_tag
137,Deaf! Blaine,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
138,“Fixed” Disability/Incapacitating Injury,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
139,Disabled Essek Thelyss (alluded),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
140,Mute Ryan Haywood,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
141,Mute!Severus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
142,royalty with a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
143,Deaf Eren Yeager,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
144,Henry's a man of few words,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
145,Blind Niall,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
146,CW: Discussion of Cognitive Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
147,i researched and south korea is not very different than most countries in how they treat disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
148,disability!harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
149,matt making jokes about his disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
150,Mute Stiles Stilinski,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
151,Heavenly Restrictions are a disability metaphor thank you for coming to my TED Talk,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
152,Deaf Root | Samantha Groves,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
153,temporay muteness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
154,Blind!Prompto,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
155,Y'shtola is Blind-ish,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
156,Mute Pete Wentz_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
157,brief mention of blind character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
158,mute josh,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
159,Hamilton is Deaf!,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
160,Intellectual disability (ID),False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
161,Mute Clay | Dream (Video Blogging RPF),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
162,Selectively Mute Logan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
163,Coping with disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
164,Eventual Blind Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
165,mutism/voice_loss,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
166,why is half of this server dyslexic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
167,Reggie Has Dyslexia (Julie and the Phantoms),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
168,Mute Marco Bott,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
169,This whole story is centered around blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
170,Deaf Harry Potter,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
171,mute tommyinnit,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
172,dave is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
173,merlin is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
174,reddie is okay but richie x being mute is otp,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
175,Discapacidad,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
176,mute! Roman,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
177,Deaf!Bilbo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
178,Minor Deaf Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
179,Mute Harry Hart_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
180,Character Affected: Dean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
181,mute shelock,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
182,crippled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
183,no making jokes ab wylans disability bcs thats ableist,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
184,Blind Keith (Voltron),False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
185,Mute Mollymauk Tealeaf_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
186,blind!harry (temporarily),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
187,hinted disability,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
188,deaf!izuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
189,lance is deaf but the team doesn't know,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
190,Mute Boris,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
191,Partially Mute Jason Todd,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
192,cw: depiction of disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
193,Kakashi is also blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
194,Blind! Lán Zhàn,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
195,слепой Стайлз,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
196,Mute Neopolitan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
197,Mute Midoriya Izuku,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
198,Frakes has a disability and so does Riker,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
199,Blind Hinata,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
200,盲人cas,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
201,Mute Park Jimin (Or everyone dies),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
202,Yes Charles is in the wheelchair as he should,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
203,Mute Blaine Anderson,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
204,Deaf! Blind! Mute! Dean,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
205,Mute John Egbert,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
206,Mute Hank J. Wimbleton,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
207,discussion of disability and ableism,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
208,they are all disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
209,dyslexic dewey,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
210,Jimin is non-verbal,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
211,Blind Draco,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
212,disability advocacy,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
213,deaf!Kirk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
214,Dyslexic Mickey Milkovich,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
215,Blind Morality | Patton Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
216,Blind Michael,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
217,disability own voices,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
218,mute pete,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
219,blind!kara,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
220,jack is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
221,In relation to a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
222,At-Birth Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
223,wheelchair-bound Eddie Kaspbrak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
224,Mute!Hannibal Lecter,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
225,частичная слепота,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
226,Blindizuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
227,Blind jk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
228,lots of talk about nao's disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
229,Blind Castiel (Supernatural),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
230,Mute Technoblade (Video Blogging RPF),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
231,Silent Player,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
232,Sans has an eating disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
233,temp blind stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
234,Blind Morality | Patton Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
235,also they're disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
236,Root is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
237,focus on disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
238,dyslexic!JJ,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
239,Permanent physical injury.,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
240,Mute Harry,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
241,colorblind!ezra,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
242,Disabled Richie Tozier_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
243,Mute Anakin Skywalker_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
244,Dean Winchester Has Dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
245,Mute Kaeya au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
246,Deaf Roxas (Kingdom Hearts),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
247,Mute Victoria (Cats)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
248,took away eren's hearing,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
249,blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
250,Mute Marco,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
251,Deaf Deceit | Janus Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
252,Dyslexic Kaminari Denki,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
253,Blind!Hiro,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
254,blind merlin headcanon,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
255,Disabled Anxiety | Virgil Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
256,Kaminari Denki is dyslexic,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
257,Dean doesn't speak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
258,acknowledge of character's disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
259,AU - Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
260,jimin uses a wheelchair sometimes,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
261,mute!Dream,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
262,Mute Hinata,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
263,Deaf Roxas,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
264,Viktor's Canonical Disability/Chronic Illness,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
265,Mute Jeon Jungkook_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
266,Disabled Levi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
267,like what is a disability in the my hero world,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
268,Dyslexic okumaru rin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
269,But Izuku is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
270,convenient disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
271,Learn To Live With Handicap,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
272,76 is mostly blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
273,Blind Clarke,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
274,Deaf Bilbo Baggins,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
275,disabled!Hinata,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
276,Deaf Alec Lightwood,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
277,Mute Guardian (Destiny)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
278,Louis es sordo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
279,Deaf Bakugou Katsuki (implied),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
280,Voiceless Jaskier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
281,character with disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
282,Deaf Jughead Jones_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
283,Deaf Logic | Logan Sanders_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
284,Barbara Gordon is in her wheelchair and Cassandra Cain is mute because why erase disability?,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
285,Mute Aizawa Shouta | Eraserhead_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
286,Blind Bilbo Baggins,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
287,Deaf Racetrack Higgins_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
288,Def!Harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
289,Permanent Injury/Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
290,jimin is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
291,sarcasm about disabilities,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
292,Park Jimin in a Wheelchair (BTS)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
293,Mute! Yoongi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
294,Deaf Percy,False,,False,,False,,True,canonical_tag,False,,False,,False,,False,
295,Eli is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
296,is the physical disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
297,I did not intend to get into how disruptive Bentley's current disability would be to him in his life,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
298,pushes my selective mute victor headcanon at you so hard,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
299,Deaf Neil,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
300,Hidden Disabiltys,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
301,mute!dave,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
302,Deaf!Sherlock Holmes,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
303,Mutes stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
304,Deaf! Tony,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
305,Mute Peter Parker_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
306,Blind Ignis Scientia_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
307,Deaf Link (Legend of Zelda),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
