,Tags,rata_disability_2013.json_presence,rata_disability_2013.json_type,rata_disability_2014.json_presence,rata_disability_2014.json_type,rata_disability_2015.json_presence,rata_disability_2015.json_type,rata_disability_2016.json_presence,rata_disability_2016.json_type,rata_disability_2017.json_presence,rata_disability_2017.json_type,rata_disability_2018.json_presence,rata_disability_2018.json_type,rata_disability_2021.json_presence,rata_disability_2021.json_type,rata_disability_current_expanded_full.json_presence,rata_disability_current_expanded_full.json_type
4091,deaf!Cas,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4092,Poor Accommodation of a Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4093,Disabled Character: Main,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4094,Disability Superpowers,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4095,Mute Phil Lester,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
4096,Blind Logan Sanders,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4097,mute Hannibal,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4098,Castiel is Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4099,Blind Todoroki Shouto_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4100,niall is a mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4101,Deaf Kim Namjoon | RM,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4102,Original Disabled Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4103,Cole has a learning disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4104,loss of sight,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4105,Lexa's mum has a genetic disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4106,canon disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4107,Bakugou goes deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4108,paralyzed Barry Allen,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4109,Blind Kakashi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4110,Blindlock,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4111,dean might have a learning disability?,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4112,deaf!Remus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4113,Blind Y'shtola Rhul,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4114,Selectively Mute Logic | Logan Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4115,deaf hamilton,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4116,Mute Adrien Agreste,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4117,"Dyslexic Evan ""Buck"" Buckley",False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4118,hard of hearing character(s),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4119,impaired character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4120,blind!Barry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4121,Deaf Na Jaemin,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4122,Mute! Lance AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4123,oh and he doesn't have a voice,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4124,blind xxc,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4125,Blind! Lwj,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4126,Only because Link is mute in that world,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4127,selective mute victor headcanon go,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4128,Keith goes blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4129,yoongi is mute but u dont know that until later or until you read this oops,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4130,permanent injury to a character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4131,Physically Deficient Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4132,Mute Jared (temporarily),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4133,he was born deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4134,Disability,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
4135,vak cas,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4136,Mute Gavin Free,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
4137,deaf!Stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4138,Blind Park Jimin (BTS),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4139,kakyoin is disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4140,tw: disability,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
4141,deaf bakugou au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4142,Disabled Steve Rogers,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4143,Implied Blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4144,Dean Can't Speak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4145,Mute!Caleb Widogast (but only for a little while lol),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4146,Luke Patterson Has Dyslexia (Julie and The Phantoms),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4147,Selectively Mute Dan Howell_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4148,deceit is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4149,Link is mute but in a different way,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4150,Temporary Blind Derek,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4151,because... Toph is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4152,also mute Song Lan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4153,Mute Dean,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
4154,Blind Melanie King,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4155,Mute Jared Padalecki_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4156,Kirishima has undiagnosed dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4157,Eddie's missing his arm,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4158,Child with disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4159,Blind Chat Noir,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4160,Ranboo is Legally Blind (Video Blogging RPF),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4161,He goes mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4162,JohnCiego,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4163,Selectively Mute Victor Grantz | Postman_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4164,Lena will always be blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4165,Blind Xiǎo Xīngchén,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4166,Mute Hobi,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4167,Levi is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4168,Selectively Mute Crowley (Good Omens),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4169,Characters with disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4170,speaking disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4171,Mute!Tony,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4172,Deaf!Bakugo - Freeform,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4173,v is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4174,disability sex,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4175,blins louis,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4176,Mute Midoriya Izuku_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4177,Blind Dirk,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,False,,False,,True,synned_tag
4178,keith is hard of hearing,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4179,Disabled Park Jimin (BTS)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4180,Mute Kaeya (Genshin Impact)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4181,Mute!Gavin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4182,Blind!Chat Noir,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4183,blind!Kenma au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4184,mute bumblebee,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4185,Blind Grantaire (Les Misérables),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4186,Deaf Bilbo,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,False,,False,,True,synned_tag
4187,Deaf Ron Weasley_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4188,Deaf!Dave Strider,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4189,Paralysis,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4190,deaf!Castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4191,dealing with blindness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4192,Mute Hinata Shouyou_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4193,Blind!76 Au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4194,Gojo is legally blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4195,Disabled Ranboo (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4196,disabled!Logan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4197,Mute Bucky Barnes,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
4198,Permanent Injury of a Minor Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4199,Anxiety | Virgil Sanders is Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4200,Blind Deucalion (Teen Wolf)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4201,Mute!Victoria,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4202,Logic | Logan Sanders is a Wheelchair User,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4203,Blind Deku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4204,Mute Lee Felix,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4205,Mute Junior,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
4206,disability (loss of limb),False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4207,mute!Neo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4208,mute! karkat,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4209,Blind Marco Bott_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4210,canon disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4211,Mute Victor,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4212,temporal disability/blindness,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4213,Deaf Kim Jongin | Kai_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4214,Dyslexic Lambert (The Witcher)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4215,tae is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4216,Mute Callahan (Video Blogging RPF)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4217,Wei Wuxian is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4218,disability pride month,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4219,I mean theyre all disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4220,Mute Lance (Voltron),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4221,mute!niall,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4222,Blind Tobirma,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4223,blind!Soldier76,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4224,Past mute behaviour,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4225,(spoiler) -------------- disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4226,deaf! Link,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4227,Mute!keith,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4228,Blind Lance AU,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4229,Blind Armin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4230,blind!Deucalion,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4231,asphonia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4232,Selectively Mute Katsuki Yuuri,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4233,Blind Steve,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4234,vague mention of physical disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4235,Disabled Zexion,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,False,,False,
4236,non-disability related insecurities,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4237,Blind Carmilla,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4238,Mute Robin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4239,alluded!intellectual disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4240,Potentially Permanent Injury,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4241,Disabled Dean Winchester (Temporary),False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4242,temporarily blind!merlin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4243,Disabled Eren,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4244,Selectively Mute Ranboo (Video Blogging RPF),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4245,Deaf Dean Winchester_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4246,Katsuki is going deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4247,Disabled!draco,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4248,Mute Karkat Vantas,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag
4249,Mute Mickey Milkovich,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4250,Mute Caleb Widogast,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4251,Cripple Character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4252,this fic is about not being able to have a much-needed orgasm bc of your disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4253,like big D Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4254,tw permanent injury,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4255,Disabled Stiles Stilinski_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4256,harry can't speak,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4257,Disabled Park Jimin (BTS),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4258,Steve is blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4259,Deaf Dean,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
4260,salty disability fic,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4261,deaf!izu,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4262,oh yeah i made jisung blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4263,mute character,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4264,blind obi-wan,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4265,Disability: Muteness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4266,Blind Nishinoya,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4267,deaf derek au,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4268,Mollymauk Tealeaf Has Dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4269,Blind Frisk (Undertale)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4270,Blind Carmilla Karnstein_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4271,Dipper goes Blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4272,Blind Nitori Aiichirou_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4273,six is sometimes mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4274,Blind Bruno Madrigal,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4275,Deaf Jin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4276,I love deaf stiles,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4277,Scars/Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4278,Mute Disability,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4279,partially blind!Soldier: 76 | Jack Morrison,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4280,Charles Xavier in a Wheelchair,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4281,canon-typical disability,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
4282,the rebellion is disability-friendly,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4283,Selectively Mute Henry Stickmin_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4284,Disabled Inquisitor,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
4285,mute!Justin,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4286,Temporary Character Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4287,Speech Disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4288,slight disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4289,mute!Jared,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4290,Blind Brian May_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4291,non-verbal taehyung,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4292,blind!Crowley,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4293,Disability Big Bang,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4294,Bendy is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4295,stiles é cego,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4296,disablednatura,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4297,archie is a abusive husband with a mental disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4298,Deaf! Castiel,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4299,Blind!Bruce,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4300,tw: canon typical descriptions of disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4301,Disability: Scars,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4302,"Selectively Mute Creativity | Roman ""Princey"" Sanders_synned_tags",False,,False,,False,,False,,False,,False,,False,,True,connection_node
4303,Vivid Descriptions of Disability Related Struggles,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4304,Blind!ezra,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4305,Blind!Scott,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4306,Mute victor...,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4307,blind!Sollux,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4308,Mute! Dave,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4309,Disable Protagonist,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4310,Blind Kurt Hummel,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
4311,deaf!AndrewMinyard,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4312,Partially Deaf Hermione Granger,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4313,Deaf!Jason,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4314,Blind Loki,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,False,,False,,True,synned_tag
4315,waylon has a disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4316,Deaf-Bilbo,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4317,disability mention,False,,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag
4318,Blind Laura Hollis_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4319,Phil is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4320,Louis is mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4321,Deaf Kim Taehyung | V_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4322,Bakugou Katsuki Lost His Hearing,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4323,main character is disabled,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4324,Bakugo Katsuki is Almost Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4325,Profoundly Deaf Changkyun,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4326,Mute!Zayn,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4327,deaf Hermione,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4328,vauged blind sollux,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4329,blind rm,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4330,Mute Dipper Pines,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
4331,Blindness trouble,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4332,Kaminari Denki Has Dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4333,"Disabled Creativity | Roman ""Princey"" Sanders_synned_tags",False,,False,,False,,False,,False,,False,,False,,True,connection_node
4334,Deaf Spencer Reid_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4335,forgot to put that in there but he's mute here,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4336,like he's actually blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4337,other deaf characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4338,blind! ignis,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4339,Blind Izuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4340,i hope i wrote for viktor's disability ok,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4341,Blind Yoo Kihyun,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4342,another deaf carmilla,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4343,eli is blind without brooke rose,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4344,Blind Bellamy Blake,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4345,Isak is deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4346,in-game character muteness,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4347,Selectively Mute Jason Todd,False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4348,Deaf Ben Solo_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4349,Everyone is Deaf,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4350,Mute Kara Danvers,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4351,Blind!Harry,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4352,Mute Castiel (Supernatural)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4353,Blind Karkat Vantas_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4354,Deaf Blaine,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4355,Selectively mute,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4356,Deaf! Midoriya Izuku,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4357,Mute Remy,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4358,i can't believe i started the mute tony tag,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4359,victor is mute and writes on a whiteboard to communicate,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4360,also tommy has selective mutism,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4361,Blind Ishimaru Kiyotaka,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
4362,Deaf Bokuto Koutarou_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4363,Mute Link (Legend of Zelda)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4364,Deaf Castiel,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
4365,Deaf Scott McCall (Teen Wolf)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4366,Deaf Louis,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
4367,mention of disabilites,False,,False,,False,,False,,False,,True,synned_tag,True,synned_tag,True,synned_tag
4368,virgil is mute when he's overwhelmed,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4369,Legally Blind Childe,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4370,Blind LWJ,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4371,author is coping with their disability through projecting onto andrew minyard o'clock,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4372,Blind!Kirk,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4373,Tetraplegic Charles Xavier,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4374,blindsherlock,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4375,Deaf!Bakugo Katsuki,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4376,Blind V (Mystic Messenger),False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,False,,True,synned_tag
4377,Blind Blaine Anderson,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
4378,Mute The Meta | Agent Maine_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4379,Blind Violet,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4380,Deaf Sam Winchester,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag,True,canonical_tag
4381,Disability: OCD,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4382,open to interpretation blind locus,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4383,mute!ashton,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4384,Mute Victoria (Cats),False,,False,,False,,False,,False,,False,,False,,True,canonical_tag
4385,Legally blind,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4386,Kaminari has undiagnosed dyslexia,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4387,Blind Deceit | Janus Sanders,False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4388,Mute!Zhongli,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
4389,Kaz's disability,False,,False,,False,,False,,False,,False,,False,,True,freeform_tag
4390,Blind Merlin (Merlin),False,,False,,False,,False,,False,,False,,True,canonical_tag,True,canonical_tag
4391,Blind Ying | Lumine (Genshin Impact)_synned_tags,False,,False,,False,,False,,False,,False,,False,,True,connection_node
4392,Selectively Mute Characters,False,,False,,False,,False,,False,,False,,False,,True,synned_tag
